pagetitle;topcategory;subcategory;longtitle;alias;description;introtext;content;images;catalogfull;product-sku;max-kapacitet-nosivosti;max-visina-dizanja;max-jacina-baterije;max-brzina-voznje;teziste;opcije;vrsta-motora;vucni-kapacitet;max-visina-komisioniranja;primjena-vilicara;radni-hodnik;okretni-radius
Toyota Lifter LHM230G (galvaniziran - pocinÄçani);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;RuÄçni paletni viliÄçar galvaniziran (pocinÄçan) za rad u mokrim uvjetima i higijensko Äçistom okoliÅ¡u;ruÄçni-paletni-viliÄçar-toyota-galvanized-lifter-lhm230g-(galvaniziran);Za korozivne sredine i visoku razinu higijene (hrana, farmacija), Toyota pocinÄçani viliÄçar LHM 230G sa inox osovinom i pocinÄçanom Å¡asijom i pumpom.;Za korozivne sredine i visoku razinu higijene (hrana, farmacija), Toyota pocinÄçani viliÄçar LHM230G sa inox osovinom i pocinÄçanom Å¡asijom i pumpom.;"<p>Pocinani runi paletni viliar pogodan za rad u mokrim i higijenski istim uvjetima.</p><ul><li>nosivost do 2.3 tona</li><li>pocinani</li><li>omoguuje brzo dizanje i pretovar tereta</li><li>jednostavan za upravljanje</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na viliar 2 godine</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/52/264_lhm230G.jpg;https://www.skladisna-logistika.hr/assets/galleries/52/668_lhmg1.jpg";http://www.skladisna-logistika.hr/upload/artikli/lhm230g_14354.pdf;LHM 230G;2300;0.200;;;600;;;;;Rad u poluvlaÅ_nim uvjetima;;
Toyota Lifter LHM230WI (s indikatorom teÅ_ine);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar s indikatorom teÅ_ine;ruÄçni-paletni-viliÄçar-toyota-lifter-s-indikatorom-teÅ_ine-lhm-230wi;Za procjenu  teÅ_ine prikladan je Toyota ruÄçni paletni viliÄçar LHM 230WI. Ovaj model nudi +/- 20kg toÄçnosti i nosivost do 2.3 tone.;Za procjenu  teÅ_ine prikladan je Toyota ruÄçni paletni viliÄçar LHM 230WI. Ovaj model nudi +/- 20kg toÄçnosti i nosivost do 2.3 tone.;"<p>LHM 230WI s indikatorom teine prikladan je i primjenjivanje se kod procijene teine tereta. Ovaj model brzo podie teret i procijenjuje teinu uz tonost od +/- 20kg i nudi nosivost do 2,3 tone.</p><ul><li>brzo podizanje</li><li>zaobljene vilice za lak&scaron;e rukovanje paletama</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";https://www.skladisna-logistika.hr/assets/galleries/53/266_230wi.jpg;http://www.skladisna-logistika.hr/upload/artikli/lhm230wi_1469.pdf;LHM 230WI;2300;0.200;;;600;;;;;Vaganje tereta;;
Toyota Lifter LHM200SC (s vagom);Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni paletni viliÄçar sa vagom za precizno vaganje tijekom rukovanja teretom;ruÄçni-paletni-viliÄçar-toyota-lifter-s-vagom-lhm-200sc;Toyota ruÄçni paletni viliÄçar LHM 200SC opremljen je preciznom vagom u nosivost od 2 tone - vaganje paleta iz kontejnera za vrijeme utovara i istovara.;LHM200SC ruÄçni paletni viliÄçar  iz Toyota Lifter L-serije opremljen je vagom koja pruÅ_a precizno vaganje tijekom procesa rukovanja teretom. Uz nosivost od 2 tone, ovaj fleksibilni, niskopodizni ruÄçni viliÄçar Å¡tedi vrijeme i trud, Äçime operateri mogu vagati palete iz kontejnera za vrijeme utovara i istovara uz maksimalnu uÄçinkovitost.;"<p>Ovaj niskopodizni runi paletni viliar je opremljen vagom koja osigurava visoku tonost vaganja tijekom procesa prihvata i otpreme tereta. Uz nosivosti do 2 tone ovaj fleksibilni niskopodizni viliar &scaron;tedi vrijeme i trud dopu&scaron;tajui korisnicima da vau teret za vrijeme utovara i prijevoza za maksimalnu uinkovitost.</p><ul><li>opcija ugraenog printera</li><li>promjenljiv baterijski modul - do 35 sati kori&scaron;tenja</li><li>mogue kori&scaron;tenje bez vaganja dok se baterija puni</li><li>pobolj&scaron;ano skretanje i izdrljivost</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/54/268_bt-lifter-lhm200sc_LO-3.jpg;https://www.skladisna-logistika.hr/assets/galleries/54/670_bt-lifter-lhm230sc-weight-indicator_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lhm200sc_14628.pdf;LHM 200SC;2000;0.200;;;600;;;;;Precizno vaganje tereta;;
Toyota Pro Lifter LHM230P;Toyota ruÄçni paletni viliÄçari - niskopodizni;RuÄçni paletni viliÄçari - Toyota Lifter serije;Niskopodizni ruÄçni viliÄçar sa potrebnom minimalnom snagom za rukovanje teÅ¡kim teretima;ruÄçni-paletni-viliÄçar-toyota-pro-lifter-lhm230p;RuÄçni paletni viliÄçar Toyota Pro Lifter LHM 230P zahtijeva do 67% manje snage od standardnog ruÄçnog viliÄçara kod pokretanja tereta.;Dizajniran za poveÄ‡anje produktivnosti pri rukovanju s teÅ¡kim teretima, inovativan i jedinstven Toyota Pro Lifter model LHM 230P zahtijeva do 67% manje snage od standardnog ruÄçnog paletnog viliÄçara kod pokretanja tereta. LHM230P takoÄ‘er omoguÄ‡uje da teret bude pomaknut s  minimalnim naporom, osigurava maksimalnu uÄçinkovitost, jednostavnost uporabe i udobnost vozaÄça.;"<p>Dizajniran kako bi se poveala uinkovitost prilikom rukovanja sa te&scaron;kim teretima. Inovativan i jedinstven Toyota Pro Lifter LHM230P zahtijeva do 67%&nbsp; manje snage za poetno pokretanje transporta u odnosu na standardni runi paletni viliar. Visoko ergonomski dizajniran ovaj niskopodizni viliar nudi udobnu ruku za upravljanje, jednostavno pozicioniranje i glatka vonja na grubim i neravnim povr&scaron;inama. Zahvaljujui LHM230P teret se pomie uz minimalan napor i osigurava maksimalnu uinkovitost, lakou kori&scaron;tenja i udobnost rukovanja.</p><ul><li>do 67% manje potrebne snage za pokretanje tereta (od standardnog paletara)</li><li>brzo podizanje</li><li>nosivost do 2300kg</li><li>ergonomski prilagoen</li><li>garancija na hidraulinu pumpu 5 godina</li><li>garancija na &scaron;asiju 99 godina</li><li>mjesto proizvodnje: &Scaron;vedska</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/55/271_bt-pro-lifter-lhm230p_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/55/272_bt-pro-lifter-lhm230p_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/55/671_bt-pro-lifter-lhm230p_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/55/672_bt-pro-lifter_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lhm230p_14734.pdf;LHM 230P;2300;0.200;;;600;;;;;Minimalna upotreba snage i brzo podizanje;;
Toyota Levio LWE140;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio W serija - niskopodizni;elektriÄçni-viliÄçar-niskopodizni-toyota-levio-w-lwe140;ElektriÄçni viliÄçar niskopodizni serije LWE 140 je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan. ;;"<p>Dizajniran za sigurnost, elektrini paletni viliari u W-seriji su jednostavni za kori&scaron;tenje s ergonomskim upravljaem i tipkama kontrole. U skuenim prostorima s viliarom se moe lako manevrirati pomou upravljaa u uspravnom poloaju (Click-2-Creep). Ostale mjere sigurnosti ukljuuju odlina vidljivost vrha vilice i PIN-kod sustav. Uz BT Castor Link ovi elektrini paletni viliari posjeduju i BT Powerdrive, integrirani vozaki i kontrolni sustav koji osiguravaju izvrsne performanse viliara i njegovu uinkovitost.</p><ul><li>nosivost do 1400kg na tei&scaron;tu od 600mm</li><li>duljina vilica do 2350mm</li><li>&ldquo;Click-2-Creep&rdquo; manevriranje</li><li>BT Powerdrive</li><li>BT Castorlink</li><li>dostupn <span id=""result_box"" class=""short_text"" lang=""hr"">s litij-ionska baterijom</span></li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/23/644_303_211_bt-levio-lwe140_LO.9d93c77c27519d63c2cc312438e47eb1.8266cf512894ed9b8197d81008f5a91c.jpg;https://www.skladisna-logistika.hr/assets/galleries/23/686_bt-levio-lwe130_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lwe140_151353.pdf;LWE 140;1400;0.205;150;6;600;;;;;;;
Toyota Levio LWE160;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio W serija - niskopodizni;elektro-viliÄçar-paletni-niskopodizni-toyota-lwe-160;Elektro viliÄçar niskopodizni paletni koristi se za prijevoz paleta, te utovar/istovar kamiona. TakoÄ‘er je vrlo pogodan za komisioniranje u malim skladiÅ¡nim prostorima radi svojih kompaktnih dimenzija.;;"<p>Dizajniran za sigurnost, elektrini paletni viliari u W-seriji su jednostavni za kori&scaron;tenje s ergonomskim upravljaem i tipkama kontrole. U skuenim prostorima s viliarom se moe lako manevrirati pomou upravljaa u uspravnom poloaju (Click-2-Creep). Ostale mjere sigurnosti ukljuuju odlina vidljivost vrha vilice i PIN-kod sustav. Uz BT Castor Link ovi elektrini paletni viliari posjeduju i BT Powerdrive, integrirani vozaki i kontrolni sustav koji osiguravaju izvrsne performanse viliara i njegovu uinkovitost.</p><ul><li>nosivost do 1600kg na tei&scaron;tu od 600mm</li><li>duljina vilica do 2350mm</li><li>&ldquo;Click-2-Creep&rdquo; manevriranje</li><li>BT Powerdrive</li><li>BT Castorlink</li><li>dostupn <span id=""result_box"" class=""short_text"" lang=""hr"">s litij-ionska baterijom</span></li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/24/645_303_211_bt-levio-lwe140_LO.9d93c77c27519d63c2cc312438e47eb1.8266cf512894ed9b8197d81008f5a91c.jpg;https://www.skladisna-logistika.hr/assets/galleries/24/229_bt-levio-lwe160_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/24/230_bt-levio-lwe200-handel_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lwe160_151610.pdf;LWE 160;1600;0.205;225;6;600;;;;;;;
Toyota Levio LWE180;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio W serija - niskopodizni;elektro-viliÄçar-paletni-niskopodizni-toyota-lwe-180;ElektriÄçni viliÄçar niskopodizni serije L je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar Toyota Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;"<p>Dizajniran za sigurnost, elektrini paletni viliari u W-seriji su jednostavni za kori&scaron;tenje s ergonomskim upravljaem i tipkama kontrole. U skuenim prostorima s viliarom se moe lako manevrirati pomou upravljaa u uspravnom poloaju (Click-2-Creep). Ostale mjere sigurnosti ukljuuju odlina vidljivost vrha vilice i PIN-kod sustav. Uz BT Castor Link ovi elektrini paletni viliari posjeduju i BT Powerdrive, integrirani vozaki i kontrolni sustav koji osiguravaju izvrsne performanse viliara i njegovu uinkovitost.</p><ul><li>nosivost do 1800kg na tei&scaron;tu od 600mm</li><li>duljina vilica do 2350mm</li><li>&ldquo;Click-2-Creep&rdquo; manevriranje</li><li>BT Powerdrive</li><li>BT Castorlink</li><li>dostupn <span id=""result_box"" class=""short_text"" lang=""hr"">s litij-ionska baterijom</span></li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/25/646_303_211_bt-levio-lwe140_LO.9d93c77c27519d63c2cc312438e47eb1.8266cf512894ed9b8197d81008f5a91c.jpg;https://www.skladisna-logistika.hr/assets/galleries/25/687_bt-levio-w-series_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/lwe160_151425.pdf;LWE 180;1800;0.205;300;6;600;;;;;;;
Toyota Levio LWE200 - AKCIJA;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio - serija niskopodizni ;elektriÄçni-paletni-niskopodizni-viliÄçar-toyota-lwe200/250;ElektriÄçni viliÄçar bez krana nosivosti od 2000 do 2500 kg, te platformom za vozaÄça koristi se za rad u teÅ_im aplikacijama. ;;"<h3><a href=""toyota-vilicari/elektro-vili%C4%8Dari-niskopodizni/elektro-vili%C4%8Dar-toyota-levio-w-serija/elektri%C4%8Dni-paletni-niskopodizni-vili%C4%8Dar-toyota-lwe200/250.html""><strong>VELIKA AKCIJA NA LWE200!</strong></a></h3><ul><li><h3><strong>nosivost 2000 kg</strong></h3></li><li><h3><strong>baterija 300 Ah</strong></h3></li><li><h3><strong>10% POPUSTA&nbsp;</strong>(do isteka zaliha s lagera)</h3></li></ul><p>&nbsp;</p><p>Dizajnirani za sigurnost, elektrini paletni viliari u W-seriji su jednostavni za kori&scaron;tenje s ergonomskim upravljaem i tipkama kontrole. U skuenim prostorima s viliarom se moe lako manevrirati pomou upravljaa u uspravnom poloaju (Click-2-Creep). Ostale mjere sigurnosti ukljuuju odlina vidljivost vrha vilice i PIN-kod sustav. Uz BT Castor Link ovi elektrini paletni viliari posjeduju i BT Powerdrive, integrirani vozaki i kontrolni sustav koji osiguravaju izvrsne performanse viliara i njegovu uinkovitost.</p><ul><li>nosivost do 1400kg na tei&scaron;tu od 600mm</li><li>duljina vilica do 2350mm</li><li>&ldquo;Click-2-Creep&rdquo; manevriranje</li><li>BT Powerdrive</li><li>BT Castorlink</li><li>dostupn <span id=""result_box"" class=""short_text"" lang=""hr"">s litij-ionska baterijom</span></li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/26/303_211_bt-levio-lwe140_LO.9d93c77c27519d63c2cc312438e47eb1.jpg;https://www.skladisna-logistika.hr/assets/galleries/26/278_bt-levio-w-series-lwe200_HI.jpg;https://www.skladisna-logistika.hr/assets/galleries/26/276_bt-levio-lwe200_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/26/277_bt-levio-lwe200_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lwe200_15187.pdf;LWE 200;2000;0.205;300;6;600;;;;;;;
Toyota Levio LPE200;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio P serija - niskopodizni;elektriÄçni-viliÄçar-niskopodizni-s-platformom-toyota-levio-p-lpe-200;ElektriÄçni viliÄçar niskopodizni serije L je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;;"<p class=""justifyfull"">Toyota Levio P-serija je u osnovi jednostavna &scaron;to ovaj paletni viliar ini prilagodljivim, jednostavnim za kori&scaron;tenje i monim. S maksimalnom brzinom od 12,5 km/h, impresivne mogunosti nosivosti i nisku potro&scaron;nju energije ova P-serija viliara moe postii vi&scaron;e radnih ciklusa s napunjenom baterijom u odnosu na uobiajene elektrine paletne viliare. Optimised Truck Performance (OTP) znaajka nudi kontrolu brzine u zavoju i glatku vonja, u modu Pje&scaron;ak (hodanje) rezultira optimalnom stabilnosti i poveana sigurnost vozaa i tereta.<br /> Modeli LPE imaju BT Powertrak osiguravajui da se prianjanje pogonskih kotaa uvijek optimizira prema uitanoj teini.</p><ul><li>Nosivost do 2 tone sa tei&scaron;tem na 600 mm</li><li>Duljina vilica do 2350 mm</li><li>Visoka brzina vonje i upravljivosti</li><li>Optimised Truck Performance (OTP)</li><li>BT Powertrak</li><li>Dostupan s Litij-ionskom baterijom</li></ul><p>&nbsp;</p>";"https://www.skladisna-logistika.hr/assets/galleries/28/280_bt-levio-lpe200-gates-down_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/28/281_bt-levio-lpe200-gates-up_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/28/688_bt-levio-lpe200-gates_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lpe200_152032.pdf;LPE 200;2000;0.205;600;10;600;;;;;;;
Toyota Levio LRE200;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio R serija - niskopodizni;elektriÄçni-niskopodizni-baterijski-viliÄçar-toyota-levio-r-lre-200-(elektro);Toyota Levio R - serija stajaÄ‡ih elektro viliÄçara niskopodiznih (bez krana) ima kapacitet nosivosti do 3 tone. SavrÅ¡eni su za viÅ¡estruko prebacivanje tereta i namjenjeni su za teÅ¡ke aplikacije. Baterijski viliÄçar serije nudi visoke performanse rada. ;Toyota Levio R - serija stajaÄ‡ih elektro viliÄçara niskopodiznih (bez krana) ima kapacitet nosivosti do 3 tone. SavrÅ¡eni su za viÅ¡estruko prebacivanje tereta i namjenjeni su za teÅ¡ke aplikacije. Baterijski viliÄçar serije nudi visoke performanse rada. ;"<p class=""kratki"">Kod Toyota Levio R-serije gdje voza-sjedi elektrini paletni viliari nude pobolj&scaron;anu sigurnost za vozaa zbog svog dizajna sjedi-kabine. Ovi paletni viliari imaju podesivu stolicu, volan i pedale tako da odgovaraju bilo kojem vozau kao i jastuk kabine za smanjenje vibracije u viliaru. R-serije viliara imaju veliku brzinu vonje i do 19,9 km/h i nosivosti kapaciteta do 3 tone, omoguujui pri tome brzo i uinkovito transportiranje tereta.</p><ul><li>nosivot do 2 tone sa te&scaron;i&scaron;tem od 600mm</li><li>viljice duljune do 3590mm</li><li>jednostavna zamjena baterije za rad u nekoliko smjena (LRE200)</li><li>vonja brzinama do 19,9 km/h</li><li>pobolj&scaron;ana udobnost vozaa</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/67/295_bt-stratos-lre200_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/67/693_bt-levio-r-series-lre300_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/67/692_bt-levio-r-series-lre_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lre200_153027.pdf;LRE 200;2000;0.205;620;10.1;600;;;;;;;
Toyota Levio LRE300;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio R serija - niskopodizni;elektriÄçni-niskopodizni-baterijski-viliÄçar-toyota-levio-r-lre-300-(elektro);Toyota Levio R - serija stajaÄ‡ih elektro viliÄçara niskopodiznih (bez krana) ima kapacitet nosivosti do 3 tone. SavrÅ¡eni su za viÅ¡estruko prebacivanje tereta...;;"<p class=""kratki"">Kod Toyota Levio R-serije gdje voza-sjedi elektrini paletni viliari nude pobolj&scaron;anu sigurnost za vozaa zbog svog dizajna sjedi-kabine. Ovi paletni viliari imaju podesivu stolicu, volan i pedale tako da odgovaraju bilo kojem vozau kao i jastuk kabine za smanjenje vibracije u viliaru. R-serije viliara imaju veliku brzinu vonje i do 19,9 km/h i nosivosti kapaciteta do 3 tone, omoguujui pri tome brzo i uinkovito transportiranje tereta.</p><ul><li>nosivot do 3 tone sa te&scaron;i&scaron;tem od 600mm</li><li>viljice duljune do 3590mm</li><li>jednostavna zamjena baterije za rad u nekoliko smjena (LRE200)</li><li>vonja brzinama do 19,9 km/h</li><li>pobolj&scaron;ana udobnost vozaa</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/68/694_bt-levio-r-series-lre300_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/68/297_bt-stratos-lre200_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/lre300_153050.pdf;LRE300;3000;0.200;840;15.1;600;;;;;;;
Toyota Levio LRE300T;Toyota elektriÄçni paletni viliÄçari - niskopodizni;ElektriÄçni paletni viliÄçari - Toyota Levio serije;ElektriÄçni paletni viliÄçar Toyota Levio R serija - niskopodizni;elektriÄçni-niskopodizni-baterijski-viliÄçar-toyota-levio-r-lre-300t-(elektro);Toyota Levio R - serija stajaÄ‡ih elektro viliÄçara niskopodiznih (bez krana) ima kapacitet nosivosti do 3 tone. SavrÅ¡eni su za viÅ¡estruko prebacivanje tereta.;;"<p class=""kratki"">Kod Toyota Levio R-serije gdje voza-sjedi elektrini paletni viliari nude pobolj&scaron;anu sigurnost za vozaa zbog svog dizajna sjedi-kabine. Ovi paletni viliari imaju podesivu stolicu, volan i pedale tako da odgovaraju bilo kojem vozau kao i jastuk kabine za smanjenje vibracije u viliaru. R-serije viliara imaju veliku brzinu vonje i do 19,9 km/h i nosivosti kapaciteta do 3 tone, omoguujui pri tome brzo i uinkovito transportiranje tereta.</p><ul><li>nosivot do 3 tone sa te&scaron;i&scaron;tem od 600mm</li><li>viljice duljune do 3590mm</li><li>jednostavna zamjena baterije za rad u nekoliko smjena (LRE200)</li><li>vonja brzinama do 19,9 km/h</li><li>pobolj&scaron;ana udobnost vozaa</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/69/695_bt-levio-r-series-lre300t_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/69/298_bt-stratos-lre200_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/lre300t_15315.pdf;LRE300T;3000;0.200;1000;19.9;600;;;;;;;
